TransCode	TransDate	Detail
PUR	04/07/2023 	Purchase VCHR_14994
AccountCode	Partner	CostCenterCode	Debit	Credit	Details	Tax
1310		301 - JAO QATIF STORE 	 45 	 0 	Purchase VCHR_14994	
2010	2010301524 - NQAA  ALAIN	301 - JAO QATIF STORE 	 0 	 45 	Purchase VCHR_14994 INV#_156211	
